SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,Pred_L,Pred_a,Pred_b,Target_L,Target_a,Target_b,Delta_E
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,80.0,75.0,576.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.923717,34.03428,-8.813776,45.7,34.11,-8.56,0.34667776862819555
0.0,65.0,0.0,0.0,550.0,0.0,100.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.92452,-11.562691,-2.7212706,33.22,-11.65,-2.56,0.347764817345825
0.0,85.0,0.0,130.0,0.0,41.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.62923,-3.5109937,-13.612302,41.55,-3.84,-13.53,0.348276033523227
0.0,8.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.838585,1.1866393,-24.16843,30.64,1.47,-24.12,0.34939195814893875
0.0,30.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,344.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.490788,12.067444,24.00281,55.19,12.05,24.18,0.34953379842890653
0.0,9.0,0.0,0.0,0.0,0.0,0.0,352.0,176.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,64.79921,20.306276,39.956932,64.99,20.47,40.2,0.349697642692219
0.0,91.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,133.0,0.0,0.0,390.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.67884,14.265244,5.5942135,33.87,14.39,5.86,0.35035489135495756
0.0,40.0,0.0,0.0,250.0,200.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.063255,-21.985329,18.911335,45.27,-22.1,19.17,0.35042897482735075
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,670.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.668713,44.88302,12.131871,49.65,45.13,12.38,0.3505965148520805
0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,185.0,290.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.422462,15.372371,4.0422964,36.14,15.57,4.11,0.3513205825442267
0.0,196.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,740.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.69727,-0.9110773,-3.3309517,47.39,-0.74,-3.31,0.3523080066210938
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,743.0,0.0,0.0,503.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54.465946,47.46149,-1.9475638,54.54,47.53,-1.61,0.35231632998419204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.007687,52.158123,38.82516,51.99,52.51,38.84,0.3526335555149354
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,21.0,0.0,22.0,0.0,0.0,262.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.13142,26.706219,19.574463,52.31,26.69,19.27,0.3533432702555932
0.0,67.0,0.0,0.0,0.0,0.0,520.0,0.0,234.0,45.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.439594,0.7538471,18.274029,43.63,0.56,18.5,0.35340351214195714
0.0,192.0,0.0,0.0,0.0,100.0,176.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,280.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.3286,0.48573422,3.7180839,39.55,0.76,3.75,0.35391736649712163
0.0,0.0,0.0,0.0,290.0,0.0,0.0,38.0,0.0,470.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.45125,-5.6065526,-12.983699,38.71,-5.37,-12.93,0.3546733835413913
0.0,0.0,0.0,0.0,80.0,0.0,950.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.02781,-30.736938,54.992573,63.71,-30.75,55.15,0.35490362496764855
0.0,173.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,704.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,49.546658,-1.2556089,-0.49432316,49.86,-1.34,-0.35,0.3551542116239598
0.0,69.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,494.0,130.0,0.0,234.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.667618,19.70869,-1.1117505,39.48,19.49,-1.32,0.3555191930956364
0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,31.163126,16.25073,-33.641888,31.03,16.05,-33.38,0.3558095250722744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,223.0,0.0,0.0,260.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.96383,21.258093,-26.944416,42.11,21.26,-26.62,0.3558305179347101
0.0,0.0,0.0,200.0,0.0,80.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.26524,-26.459177,-8.4433775,55.36,-26.19,-8.23,0.3563225131695119
0.0,0.0,0.0,153.0,0.0,0.0,300.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.115646,-7.2591143,-4.1350336,34.45,-7.16,-4.21,0.35670148956964404
0.0,370.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,260.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.424686,-0.44114572,-0.85651416,35.76,-0.56,-0.83,0.35674154474899833
0.0,265.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,194.0,0.0,0.0,75.0,0.0,314.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.86858,1.2001996,-2.6138823,35.22,1.17,-2.56,0.3568072733556919
0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,796.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.979723,8.697369,-16.844242,28.16,8.98,-16.72,0.35751419478012275
0.0,32.0,0.0,0.0,0.0,125.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.529785,23.498587,16.580517,39.25,23.68,16.71,0.35770998123320696
0.0,30.0,0.0,350.0,350.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.728226,-20.516779,-9.471389,39.51,-20.24,-9.41,0.35776756612903593
0.0,568.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,304.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.776375,-0.048174143,-2.029238,32.0,0.22,-1.95,0.35805621314156577
0.0,38.0,0.0,0.0,260.0,0.0,0.0,18.0,0.0,28.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,56.183426,-20.509079,-4.149608,56.53,-20.53,-4.06,0.35858180584999527
0.0,28.0,0.0,0.0,0.0,270.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,51.668453,7.7134075,33.02261,51.87,7.73,33.32,0.3596350936730228
0.0,0.0,0.0,150.0,0.0,0.0,16.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,660.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54.108547,-9.232259,-29.1153,54.4,-9.07,-29.25,0.3597456661637294
0.0,89.0,0.0,0.0,502.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.41498,-21.236824,-0.5381893,43.73,-21.19,-0.37,0.36016186373061676
35.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.97119,-6.6706476,-36.574097,44.27,-6.47,-36.56,0.36020099937693206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,740.0,0.0,220.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.818542,51.332153,19.755379,46.04,51.26,19.48,0.3606701758529034
0.0,46.0,0.0,0.0,620.0,0.0,320.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.08616,-17.350775,8.976353,35.97,-17.6,9.21,0.3608284055077516
0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,920.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.73912,18.421434,11.094317,34.59,18.75,11.1,0.36086640461964414
0.0,18.0,0.0,0.0,276.0,30.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,57.555527,-37.948284,19.717102,57.45,-37.99,20.06,0.3611856963538913
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,541.0,0.0,0.0,363.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,49.269066,42.602543,-7.784477,49.59,42.44,-7.75,0.36139672213485324
0.0,112.0,0.0,0.0,0.0,0.0,62.0,437.0,0.0,0.0,0.0,0.0,100.0,0.0,250.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.397564,5.677252,11.618379,40.73,5.66,11.76,0.3617567867197362
0.0,180.0,0.0,0.0,530.0,0.0,27.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.120552,-9.90585,0.7950211,35.46,-9.92,0.67,0.3620157350930021
0.0,290.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,87.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32.987408,2.078453,0.32871598,33.11,2.16,0.66,0.3625298339602853
0.0,52.0,0.0,0.0,109.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,247.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,49.527588,-6.867149,15.543022,49.87,-6.96,15.62,0.3630330182544746
0.0,165.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,340.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.862316,9.820278,6.0426693,38.89,10.18,6.0,0.3632999615047146
0.0,160.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,330.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.942055,7.4880486,4.455643,38.74,7.39,4.17,0.3633616171635899
0.0,42.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,161.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.997643,-2.076704,-23.22967,34.87,-1.96,-22.91,0.3634571174938181
0.0,15.0,0.0,330.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.565273,-28.47551,-9.9920025,40.66,-28.43,-10.34,0.36351966540326386
0.0,0.0,0.0,297.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.847095,-31.205206,-21.576132,56.18,-31.19,-21.43,0.36388341820908715
0.0,38.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,330.0,0.0,0.0,330.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.297672,19.53213,11.543498,47.66,19.51,11.57,0.36396901238042506
0.0,181.0,0.0,39.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.978638,-6.643669,-6.6780543,45.22,-6.42,-6.52,0.36505453459317233
0.0,38.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,400.0,0.0,0.0,550.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.39785,24.254053,5.1441326,34.67,24.37,4.93,0.36518770372106496
0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.497965,6.2679176,3.7641683,30.28,6.04,3.58,0.3652027876760892
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.48126,39.530445,64.51479,66.81,39.66,64.61,0.36594713604142926
0.0,210.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,300.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.31638,7.321454,5.1257606,38.61,7.11,5.07,0.3661079408529049
5.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40.38048,-0.16669193,-36.91588,40.69,-0.35,-36.84,0.36764239461344755
0.0,55.0,0.0,150.0,0.0,0.0,25.0,0.0,0.0,500.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.4118,5.534436,-9.704902,28.66,5.31,-9.55,0.36874002197714795
0.0,8.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,300.0,0.0,700.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.531994,35.41406,0.69759935,39.32,35.58,0.95,0.36903117285891607
0.0,500.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,350.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.528038,0.3286549,-1.7708975,33.41,0.61,-1.98,0.36988092839793824
0.0,209.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,178.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.52838,1.7082529,4.7018723,38.74,1.92,4.92,0.3704037766048326
0.0,23.0,0.0,0.0,0.0,320.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,56.53603,12.510173,25.33442,56.86,12.63,25.2,0.3706531566913264
0.0,209.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,320.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,41.27854,0.7263206,3.0249424,41.23,0.97,3.3,0.37066508605771903
0.0,250.0,0.0,0.0,73.0,0.0,45.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,461.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.69831,-0.95937485,-4.3486,40.01,-0.89,-4.16,0.37085431155861726
0.0,0.0,0.0,0.0,409.0,0.0,479.0,79.0,0.0,0.0,0.0,0.0,14.0,0.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.00336,-34.691402,23.607098,49.31,-34.86,23.73,0.3708878039395522
0.0,0.0,0.0,200.0,0.0,0.0,60.0,0.0,0.0,0.0,350.0,200.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.946434,2.4248416,-18.773777,33.92,2.06,-18.71,0.37131615671424767
0.0,125.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.897543,-0.56651056,-13.523284,30.93,-0.88,-13.72,0.3715188972879414
0.0,289.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,255.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.85535,5.2302303,3.0273426,36.17,5.24,2.83,0.3715425183870304
0.0,0.0,0.0,76.0,231.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64.45437,-43.685112,-0.63191074,64.38,-43.56,-0.29,0.37160012759863725
0.0,700.0,0.0,0.0,85.0,110.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,190.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.25595,-0.098378114,-2.478339,29.2,-0.18,-2.12,0.3717518614707167
0.0,5.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.845444,-0.25377542,-32.63554,33.94,0.1,-32.7,0.371823917698094
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,400.0,300.0,0.0,140.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.89396,44.81177,19.53614,44.94,45.16,19.66,0.37245687332974314
0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.654808,3.0591853,-36.39528,36.66,3.43,-36.43,0.37247291934180055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,401.0,0.0,0.0,600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.803154,47.684486,2.2705345,62.67,47.38,2.1,0.3735290719949496
0.0,32.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,110.0,0.0,0.0,126.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.93076,8.700766,17.273449,50.69,8.43,17.18,0.3741815383893377
0.0,76.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,318.0,299.0,185.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.607708,20.544012,9.846713,37.79,20.45,10.16,0.3744560771884737
0.0,0.0,0.0,658.0,62.0,0.0,0.0,67.0,0.0,0.0,0.0,92.0,0.0,0.0,119.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.974567,-9.458995,-18.976545,36.93,-9.38,-19.34,0.3746007707286829
0.0,0.0,0.0,0.0,460.0,0.0,270.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.713715,-16.66102,1.3929403,34.53,-16.66,1.72,0.37512685011807373
0.0,18.0,0.0,0.0,0.0,0.0,168.0,297.0,0.0,0.0,0.0,22.0,0.0,0.0,611.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,67.42601,7.9350805,39.45547,67.42,7.96,39.83,0.3754051738060087
0.0,279.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,237.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.21061,0.9919957,3.4563591,37.55,1.04,3.61,0.3756273151224188
0.0,45.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.707275,-0.13536754,-18.014456,30.52,0.18,-17.93,0.37637951612341936
0.0,36.0,0.0,174.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.800343,-27.456305,-7.869228,46.02,-27.18,-8.0,0.37642388503088386
0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.37647,18.222279,-19.400076,37.66,18.47,-19.41,0.3766356378060526
0.0,657.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.203926,3.9356353,1.9905019,29.11,4.04,2.34,0.37664708925459844
0.0,0.0,0.0,550.0,20.0,0.0,0.0,70.0,0.0,0.0,0.0,170.0,0.0,0.0,140.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.924026,-6.3157516,-19.554825,36.94,-6.19,-19.91,0.37711802932887595
0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,32.281086,17.251,7.416237,31.99,17.02,7.35,0.3774640524951238
0.0,183.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.39665,9.915925,10.460412,37.39,10.23,10.67,0.377643230737036
0.0,0.0,0.0,0.0,0.0,0.0,163.0,516.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.789806,54.63181,34.113495,47.5,54.79,33.93,0.3777332609675136
0.0,0.0,0.0,23.0,23.0,154.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,69.58754,-22.115753,27.32006,69.4,-22.44,27.27,0.37790635065050354
9.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,59.889942,39.72687,51.690235,60.03,39.48,51.94,0.37807964121672083
0.0,14.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,777.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.85885,-14.005271,-30.109964,53.77,-14.08,-29.75,0.37822327615621276
0.0,67.0,0.0,285.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.33837,-17.367693,-8.208848,37.27,-17.7,-8.03999999999999,0.3789620768288659
0.0,250.0,0.0,0.0,10.0,145.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,42.900463,-2.4986084,-0.81304646,42.99,-2.25,-0.54,0.37997017588594756
0.0,0.0,0.0,93.0,0.0,0.0,28.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,435.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,47.332928,1.8678229,-27.15241,47.55,1.79,-26.85,0.3803010624866657
0.0,420.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,218.0,84.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.576292,3.2827857,1.9078593,30.47,3.33,2.27,0.3803591197665318
0.0,200.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.16061,9.87061,7.601012,35.36,10.1,7.83,0.38054087154053723
0.0,100.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28.973417,1.2271075,-13.206291,28.99,1.55,-13.41,0.3821410900987615
0.0,205.0,0.0,0.0,0.0,0.0,235.0,0.0,302.0,0.0,0.0,0.0,0.0,74.0,151.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.653725,2.1133704,5.566138,35.93,1.88,5.44,0.38301508094477443
0.0,63.0,0.0,0.0,264.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,350.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.755684,-6.460378,3.7012868,41.02,-6.36,3.96,0.38323791814648434
0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,135.0,0.0,128.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.5258,23.883696,-0.46656132,37.7,23.57,-0.33,0.3839270546767703
0.0,351.0,0.0,0.0,0.0,0.0,335.0,237.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.464088,1.5442837,4.8968573,31.6,1.72,5.21,0.38393557801524425
0.0,205.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,140.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.7213,6.7307215,6.4192343,37.09,6.64,6.36,0.38429167235043904
0.0,530.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,370.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.175365,-0.48331237,-3.5221043,33.5,-0.38,-3.7,0.3843278950980384
0.0,0.0,0.0,0.0,673.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,287.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.578682,-35.04438,1.4605856,47.7,-35.11,1.82,0.3849710964683736
0.0,80.0,0.0,0.0,0.0,0.0,200.0,463.0,0.0,0.0,0.0,0.0,0.0,180.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40.20157,11.385052,17.505714,40.11,11.76,17.5,0.3860099362844219
0.0,408.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.032648,3.1607308,3.2693148,30.35,3.38,3.24,0.38684694329581876
0.0,20.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,240.0,0.0,0.0,194.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.56314,1.4252858,-26.49028,37.41,1.72,-26.69,0.3875520531184259
0.0,11.0,0.0,0.0,0.0,0.0,101.0,195.0,0.0,0.0,0.0,33.0,0.0,0.0,642.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.73375,10.205287,34.320683,67.87,10.3,33.97,0.3879600737521606
0.0,15.0,0.0,0.0,0.0,0.0,931.0,124.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.222294,26.051544,32.00834,48.45,25.85,32.25,0.3884201629041306
0.0,155.0,0.0,1026.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.86329,-3.0732067,-11.052473,28.73,-3.0,-11.41,0.38852433166165906
