SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,Pred_L,Pred_a,Pred_b,Target_L,Target_a,Target_b,Delta_E
0.0,105.0,0.0,0.0,330.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.168903,-18.798729,10.499297,36.69,-18.81,11.0,0.6929493546757953
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,52.0,0.0,0.0,290.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.442127,43.70143,31.065262,60.78,44.23,31.36,0.6931186697454005
0.0,118.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,672.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,49.67112,3.5100553,2.6304781,50.35,3.53,2.49,0.693549115172062
0.0,26.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,84.0,0.0,0.0,264.0,0.0,216.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.087597,22.22627,14.728057,43.19,22.76,15.16,0.6942105033392623
0.0,15.0,0.0,0.0,870.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42.238308,-38.69061,4.918125,41.84,-38.18,5.17,0.6948465246214167
0.0,0.0,0.0,0.0,162.0,0.0,144.0,0.0,0.0,234.0,0.0,270.0,0.0,0.0,198.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.08588,-0.3741931,-3.8397565,37.72,-0.65,-3.77,0.6950131167986203
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,0.0,48.0,0.0,0.0,354.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,56.167095,25.39673,17.987633,56.48,25.7,18.53,0.6957327736316716
0.0,35.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.646446,7.681057,-26.747974,33.94,7.62,-26.12,0.6958833329779806
0.0,47.0,0.0,0.0,212.0,504.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.57538,-13.508371,15.434648,46.18,-13.73,15.7,0.696490080269101
0.0,99.0,0.0,0.0,0.0,0.0,566.0,0.0,360.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.617485,3.1624408,14.500373,39.04,2.85,14.96,0.6981369553097544
0.0,0.0,0.0,0.0,950.0,0.0,56.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.691757,-34.503826,8.647051,45.98,-35.13,8.76,0.6985235289825187
0.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,580.0,30.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,56.259678,20.57796,15.98362,56.22,21.13,16.41,0.6986585018569621
0.0,150.0,0.0,0.0,300.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0191,-10.9664755,6.524358,33.09,-10.64,5.91,0.6993200467443786
0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.613964,41.69299,24.04129,43.58,42.15,24.57,0.6996758236600348
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,92.0,0.0,0.0,750.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,56.420013,18.321913,-27.26991,56.94,18.23,-26.81,0.7002513456903005
2.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,120.0,0.0,836.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.780735,47.8285,11.985478,44.17,47.54,11.8,0.7004506248033531
0.0,204.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,605.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.192703,-0.08677836,-0.03422695,43.79,0.25,0.11,0.700702851717954
0.0,78.0,0.0,254.0,0.0,0.0,58.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,211.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.424923,-3.706827,-14.86954,34.4,-3.4,-14.24,0.7007744265383637
23.0,0.0,0.0,0.0,81.0,43.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.81656,-33.35673,45.904,64.99,-33.29,46.58,0.7010790441524215
0.0,130.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,580.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.91199,7.7381954,5.4042864,45.98,8.25,4.93,0.701082528135313
0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,190.0,0.0,39.0,0.0,645.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.517513,6.098199,9.111457,59.76,6.56,9.58,0.7011367484280409
0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,321.0,237.0,0.0,427.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.218494,49.996956,15.051154,53.54,50.62,15.06,0.7011619472407657
0.0,0.0,0.0,180.0,0.0,23.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.945053,-7.289947,-25.66702,49.07,-6.61,-25.55,0.7011658593818295
0.0,400.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.592068,2.1519978,3.764144,30.02,2.25,4.16,0.7025438933563877
0.0,0.0,0.0,315.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,265.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.65771,-4.731605,-5.632431,37.99,-4.57,-6.23,0.7025815446847327
0.0,60.0,0.0,400.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,300.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.370464,-11.067576,-10.56095,38.58,-11.48,-11.09,0.7027745193718998
0.0,0.0,0.0,0.0,78.0,100.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.891624,-29.911371,48.361073,67.3199999999997,-29.61,48.83,0.7030100942735115
0.0,0.0,0.0,0.0,78.0,100.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.891624,-29.911371,48.361073,67.3199999999998,-29.61,48.83,0.703010094273572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,760.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61.733784,42.18438,37.45165,62.3,42.38,37.82,0.70324312613685
0.0,170.0,0.0,0.0,0.0,0.0,180.0,380.0,0.0,0.0,0.0,0.0,0.0,45.0,250.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,40.353394,0.68819845,11.597126,40.66,1.03,12.13,0.7034134673968745
0.0,0.0,0.0,600.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,380.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.139984,-18.321928,-30.689438,47.72,-18.72,-30.68,0.7035401762640459
0.0,55.0,0.0,0.0,605.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.9734,-26.763624,4.730358,40.21,-27.21,5.22,0.703548175095465
0.0,0.0,0.0,78.0,0.0,0.0,131.0,285.0,0.0,79.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.988686,-12.391516,15.494379,51.28,-12.96,15.79,0.7038680189436588
0.0,190.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,480.0,0.0,0.0,0.0,115.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.539093,1.5821692,-3.3538368,34.15,1.84,-3.59,0.7038871673359436
0.0,470.0,0.0,0.0,70.0,110.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.80997,-2.131211,-1.8085651,33.35,-2.05,-1.28,0.705371907928177
0.0,63.0,0.0,0.0,0.0,0.0,600.0,70.0,0.0,43.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.04382,-4.815256,23.757515,48.52,-5.18,24.13,0.70606738085607
0.0,245.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,340.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.904945,0.41683078,3.1883352,39.91,-0.28,3.31,0.707390281912049
0.0,125.0,0.0,0.0,200.0,0.0,280.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.64442,-8.499017,10.066026,35.69,-8.91,10.64,0.7074115914549729
0.0,66.0,0.0,0.0,240.0,0.0,583.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.755207,-21.061735,16.212843,40.88,-20.41,16.46,0.7081091716819332
0.0,210.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,745.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46.969925,-1.656148,-4.375428,47.48,-1.19,-4.22,0.7082573143285296
0.0,0.0,0.0,130.0,350.0,0.0,0.0,55.0,0.0,0.0,0.0,233.0,0.0,0.0,197.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.44889,-11.423194,-8.283613,39.11,-10.8,-8.27999999999999,0.709387502490042
0.0,258.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,670.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.592724,-2.1713455,-2.6316519,43.98,-1.59,-2.76,0.7102243431862435
0.0,0.0,0.0,205.0,0.0,0.0,18.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,59.12257,-18.6211,-26.621641,59.29,-18.01,-26.3,0.7105831352931182
0.0,45.0,0.0,0.0,212.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.334515,-14.343411,17.692585,43.35,-13.89,18.24,0.7109746322165872
0.0,6.0,0.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,316.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.59931,-7.403464,-36.925823,43.62,-7.55,-36.23,0.7113865253007625
0.0,0.0,0.0,360.0,0.0,0.0,43.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,135.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.634678,0.75401473,-25.319864,34.48,1.36,-25.66,0.7119239484354937
0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,512.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.70767,48.66235,22.501757,45.91,48.58,23.18,0.7125542825279886
0.0,0.0,0.0,800.0,0.0,0.0,17.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.149715,-7.4124856,-27.710285,38.01,-6.74,-27.9,0.7125650787864288
0.0,175.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,450.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.70191,0.6505524,5.7616405,44.34,0.92,5.59,0.7135991518290385
0.0,32.0,0.0,0.0,0.0,0.0,121.0,121.0,418.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.969746,13.546321,24.685959,52.5,14.02,24.43,0.714526260592621
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.08714,38.20336,64.09847,66.62,38.06,64.62,0.7146788700437929
0.0,57.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,855.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,57.648636,7.293357,7.6510925,58.04,7.61,8.16,0.7158320725867096
0.0,630.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,180.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.476547,-0.04396267,-1.2177588,31.19,-0.01,-1.27,0.7161685887407218
0.0,109.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,740.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,54.039448,-0.090475895,3.57481,53.49,0.3,3.33,0.7171445055558012
0.0,139.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,245.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.55073,0.36524725,11.560884,44.2,0.67,11.55,0.7173158923336355
0.0,0.0,0.0,173.0,0.0,153.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,462.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46.632008,-8.937835,-14.890488,47.09,-8.77999999999999,-14.36,0.7183912677038605
5.0,0.0,0.0,0.0,153.0,0.0,510.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,61.189358,-35.930145,40.52338,61.37,-36.27,41.13,0.7184151632622544
0.0,0.0,0.0,50.0,267.0,234.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.281837,-31.684275,24.594757,48.31,-32.02,25.23,0.7190536771750154
0.0,67.0,0.0,140.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.186176,-20.360323,-8.228456,45.9,-20.39,-8.31,0.7190789248454241
0.0,71.0,0.0,0.0,0.0,0.0,252.0,440.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.37357,9.48104,17.835087,41.37,8.77,17.95,0.7202747132248838
0.0,13.0,0.0,550.0,0.0,0.0,88.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.619606,-20.815245,-12.213253,40.13,-20.34,-11.98,0.7210953651624198
0.0,120.0,0.0,250.0,0.0,112.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.827877,-8.878795,-9.431124,40.42,-9.28999999999999,-9.41,0.7212112240332128
0.0,0.0,0.0,380.0,0.0,0.0,10.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,440.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.915314,-9.767264,-34.99208,47.02,-9.5,-34.33,0.7216233758271238
0.0,0.0,0.0,0.0,9.0,0.0,193.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.910793,35.07648,36.629517,56.07,35.39,37.26,0.7219074285020641
0.0,350.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,227.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.707706,2.4380412,-0.4142587,33.43,1.98,0.07,0.7221004784282744
0.0,194.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.642643,5.1070566,7.3027763,35.29,5.36,7.88,0.7221665873276556
0.0,214.0,0.0,0.0,0.0,0.0,736.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.85738,-3.9252052,8.69001,34.23,-4.5,8.92,0.7225857203977814
0.0,38.0,0.0,60.0,0.0,31.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,745.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.187355,-2.5217957,-16.014303,52.82,-2.74,-15.74,0.7232530594222335
0.0,4.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,496.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,52.090023,-25.882452,-11.423982,52.19,-25.59,-10.77,0.7233364302874462
0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,78.0,0.0,0.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.70722,0.7903931,-34.19664,36.58,1.43,-34.51,0.723516352091265
0.0,10.0,0.0,0.0,70.0,0.0,127.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,662.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61.54733,-16.351452,7.99483,61.95,-15.75,7.98,0.723953219902876
0.0,0.0,0.0,797.0,56.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.71415,-15.807567,-25.768423,42.84,-15.28,-26.25,0.7253145845915931
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.452112,14.635506,-26.264029,31.62,14.37,-25.61,0.7255569732244503
0.0,10.0,0.0,752.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.792408,-14.443606,-21.826176,39.6,-13.84,-22.18,0.7256398107294381
0.0,1040.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.424755,-0.0617522,-1.0948663,28.03,0.2,-1.4,0.726596309661538
0.0,193.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,560.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.676846,0.8944541,1.6505673,43.66,1.62,1.61,0.7268743354432292
0.0,837.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26.847317,-0.15381224,-0.20515294,26.69,-0.82,-0.45,0.7269833311649965
0.0,58.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,850.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.25434,-6.523516,-17.706274,53.9,-6.19,-17.68,0.727185497723656
0.0,0.0,0.0,270.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,710.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.789433,-18.734917,-31.519468,56.33,-19.18,-31.32,0.7280796354363972
0.0,103.0,0.0,0.0,378.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.716343,-18.614279,8.586066,37.96,-18.12,8.10999999999999,0.7282302972619465
0.0,0.0,0.0,0.0,533.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,485.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.283974,-27.554625,1.1339053,48.91,-27.25,1.35,0.7289732368480821
6.0,0.0,0.0,0.0,0.0,0.0,500.0,310.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,58.840603,41.906345,50.59299,58.9,42.63,50.66,0.7291736888598386
0.0,200.0,0.0,0.0,60.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.31404,-3.91279,1.5403762,42.69,-3.83,2.16,0.7294744208015416
0.0,245.8,0.0,0.0,0.0,0.0,0.0,184.6,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.34242,-1.4196838,1.0845922,40.71,-0.92,0.7,0.7298706226631785
0.0,30.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,42.13685,20.55612,23.652672,42.49,20.51,24.29,0.7300892281779348
0.0,55.0,0.0,77.0,0.0,0.0,247.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.303192,-12.888694,3.3705454,46.37,-12.25,3.72,0.7311030016354306
0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.15252,10.308899,-36.02497,33.56,9.93,-35.55,0.7315753110949033
0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,58.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.093788,10.940092,-24.877995,29.92,10.87,-24.17,0.7323738700837582
0.0,16.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,420.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43.180332,-7.236445,-32.24038,43.25,-6.64,-32.66,0.732585617433385
8.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,770.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,56.17474,-18.253273,-35.36195,56.8,-18.2,-35.74,0.7326050414385284
0.0,0.0,0.0,0.0,19.0,0.0,230.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,79.41097,-10.865975,50.946857,79.97,-10.89,51.42,0.7327705589242183
0.0,12.0,0.0,0.0,0.0,0.0,0.0,540.0,400.0,0.0,0.0,0.0,0.0,54.0,108.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.680386,26.46723,31.670088,50.41,26.44,31.74,0.7334619048909925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,450.0,0.0,0.0,500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.20847,47.961586,1.4772695,60.69,48.38,1.84,0.7338360837429616
0.0,20.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.017857,5.3671103,-25.72766,32.52,5.21,-26.24,0.7343872935498543
0.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,245.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.140793,51.921844,28.96154,48.94,52.6,29.16,0.7345739967603871
0.0,0.0,0.0,700.0,0.0,0.0,15.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,210.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.224323,-1.703399,-32.666405,36.86,-1.41,-32.1,0.7345942405599667
0.0,0.0,0.0,0.0,0.0,128.0,0.0,229.0,677.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.080547,40.981354,41.570377,59.46,41.4,42.04,0.7347070400273482
0.0,241.0,0.0,0.0,105.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.692726,-7.165549,3.2358818,39.42,-7.1,3.15,0.7352547886364179
0.0,0.0,0.0,0.0,380.0,89.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53.103905,-43.645,31.157898,52.84,-43.35,31.78,0.7373479064054107
0.0,20.0,0.0,0.0,140.0,0.0,550.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.498882,-21.131824,33.06342,50.77,-20.54,33.41,0.7374816568145249
0.0,20.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,200.0,0.0,0.0,0.0,832.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.880672,23.98048,14.4254675,36.74,24.56,14.86,0.7378688543613008
0.0,40.0,0.0,0.0,360.0,0.0,240.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42.480736,-21.95571,15.922064,43.12,-22.26,16.13,0.7378949319792473
0.0,0.0,0.0,0.0,187.0,0.0,0.0,50.0,0.0,168.0,0.0,70.0,0.0,0.0,560.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.76498,-9.393477,-10.160827,51.08,-8.73,-10.08,0.7388996326481018
0.0,69.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,150.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.213882,6.8061275,18.080711,46.53,7.25,18.58,0.7390819998545897
0.0,0.0,0.0,0.0,190.0,40.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.75242,-43.662716,37.36526,64.93,-43.31,37.99,0.7390821456504304
0.0,0.0,0.0,0.0,495.0,63.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54.185593,-44.471516,15.630843,54.38,-43.79,15.42,0.7394001927957825
0.0,8.0,0.0,0.0,264.0,200.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,52.84045,-31.240164,28.161827,53.0,-31.84,27.76,0.7394082649270213
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,21.0,167.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.962402,44.50465,34.645134,55.87,45.01,35.18,0.7416187471684346
0.0,24.0,0.0,0.0,53.0,0.0,200.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,59.020733,-10.155378,31.330053,59.7,-9.94,31.54,0.7428790314271436
